"","LOCATION","TIME","HEALTHEXP_PC_GDP","HEALTHEXP_USD_CAP","INFANTMORTALITY","LIFEEXP"
"1474","NLD",1971,NA,NA,12.1,73.9
"1475","NLD",1972,5.657,283.1,11.7,73.8
"1476","NLD",1973,5.698,315.441,11.5,74.2
"1477","NLD",1974,5.895,367.923,11.3,74.6
"1478","NLD",1975,6.238,422.134,10.6,74.6
"1479","NLD",1976,6.176,458.318,10.7,74.7
"1480","NLD",1977,6.265,500.273,9.5,75.3
"1481","NLD",1978,6.382,554.719,9.6,75.3
"1482","NLD",1979,6.544,623.867,8.7,75.7
"1483","NLD",1980,6.598,702.447,8.6,75.9
"1484","NLD",1981,6.69,767.317,8.3,76
"1485","NLD",1982,6.917,828.401,8.3,76.1
"1486","NLD",1983,6.917,875.551,8.4,76.3
"1487","NLD",1984,6.64,893.406,8.3,76.4
"1488","NLD",1985,6.629,939.792,8,76.5
"1489","NLD",1986,6.716,992.94,7.7,76.4
"1490","NLD",1987,6.825,1048.148,7.6,76.9
"1491","NLD",1988,6.753,1103.102,6.8,77.1
"1492","NLD",1989,6.923,1219.379,6.8,76.9
"1493","NLD",1990,7.082,1338.574,7.1,77
"1494","NLD",1991,7.262,1441.313,6.5,77.2
"1495","NLD",1992,7.472,1531.044,6.3,77.4
"1496","NLD",1993,7.572,1597.419,6.3,77.1
"1497","NLD",1994,7.454,1643.533,5.6,77.5
"1498","NLD",1995,7.364,1700.779,5.5,77.6
"1499","NLD",1996,7.29,1766.09,5.7,77.6
"1500","NLD",1997,7.104,1826.385,5,78
"1501","NLD",1998,7.177,1961.587,5.2,78
"1502","NLD",1999,7.178,2077.676,5.2,77.9
"1503","NLD",2000,7.056,2227.897,5.1,78.2
"1504","NLD",2001,7.441,2449.074,5.4,78.3
"1505","NLD",2002,7.954,2703.744,5,78.4
"1506","NLD",2003,8.457,2850.19,4.8,78.7
"1507","NLD",2004,8.521,3019.973,4.4,79.2
"1508","NLD",2005,9.271,3454.707,4.9,79.5
"1509","NLD",2006,9.182,3729.846,4.4,79.9
"1510","NLD",2007,9.237,4014.598,4.1,80.3
"1511","NLD",2008,9.511,4360,3.8,80.5
"1512","NLD",2009,10.236,4513.201,3.8,80.8
"1513","NLD",2010,10.403,4638.18,3.8,81
"1514","NLD",2011,10.521,4846.444,3.6,81.3
"1515","NLD",2012,10.904,5092.812,3.7,81.2
"1516","NLD",2013,10.897,5303.365,3.8,81.4
"1517","NLD",2014,10.859,5321.988,3.6,81.8
"1518","NLD",2015,10.69,5296.708,3.3,81.6
"1519","NOR",1970,3.993,134.457,11.3,74.4
"1520","NOR",1971,4.263,158.289,11.3,74.4
"1521","NOR",1972,4.637,187.744,10.5,74.6
"1522","NOR",1973,4.788,212.183,10.4,74.7
"1523","NOR",1974,4.788,238.823,9.2,75.1
"1524","NOR",1975,5.194,295.462,9.5,75.1
"1525","NOR",1976,5.324,336.524,8.8,75.3
"1526","NOR",1977,5.547,386.231,8.2,75.7
"1527","NOR",1978,6.093,469.738,7.7,75.8
"1528","NOR",1979,5.569,483.452,7.6,75.8
"1529","NOR",1980,5.41,533.679,8.1,75.9
"1530","NOR",1981,5.44,594.14,7.5,76.1
"1531","NOR",1982,5.64,653.263,8.1,76.2
"1532","NOR",1983,5.822,726.438,7.9,76.3
"1533","NOR",1984,5.479,748.617,8.3,76.4
"1534","NOR",1985,5.477,812.807,8.5,76.1
"1535","NOR",1986,5.918,928.736,7.8,76.5
"1536","NOR",1987,6.154,1003.14,8.4,76.3
"1537","NOR",1988,6.291,1052.976,8,76.4
"1538","NOR",1989,6.118,1070.385,7.8,76.7
"1539","NOR",1990,7.075,1303.928,6.9,76.7
"1540","NOR",1991,7.35,1436.089,6.2,77.1
"1541","NOR",1992,7.501,1543.668,5.8,77.4
"1542","NOR",1993,7.38,1589.759,5,77.3
"1543","NOR",1994,7.293,1675.922,5.2,77.9
"1544","NOR",1995,7.273,1767.749,4,77.9
"1545","NOR",1996,7.189,1926.135,4,78.3
"1546","NOR",1997,7.743,2213.266,4.1,78.3
"1547","NOR",1998,8.427,2372.937,4,78.5
"1548","NOR",1999,8.436,2577.516,3.9,78.4
"1549","NOR",2000,7.709,2846.801,3.8,78.8
"1550","NOR",2001,8.021,3037.686,3.9,78.9
"1551","NOR",2002,9.005,3418.466,3.5,79
"1552","NOR",2003,9.219,3552.148,3.3,79.6
"1553","NOR",2004,8.826,3752.628,3.2,80.1
"1554","NOR",2005,8.333,3980.768,3.1,80.3
"1555","NOR",2006,7.916,4283.583,3.2,80.6
"1556","NOR",2007,8.052,4496.772,3.1,80.6
"1557","NOR",2008,7.966,4913.108,2.7,80.8
"1558","NOR",2009,9.07,5030.089,3.1,81
"1559","NOR",2010,8.91,5167.614,2.8,81.2
"1560","NOR",2011,8.791,5455.725,2.4,81.4
"1561","NOR",2012,8.774,5736.767,2.5,81.5
"1562","NOR",2013,8.93,5979.332,2.4,81.8
"1563","NOR",2014,9.346,6136.327,2.4,82.2
"1564","NOR",2015,9.976,6190.144,2.3,82.4
"1565","NZL",1970,5.172,198.95,16.7,71.5
"1566","NZL",1971,5.105,215.233,16.6,71.6
"1567","NZL",1972,5.145,235.714,15.6,71.7
"1568","NZL",1973,5.357,266.249,16.2,71.8
"1569","NZL",1974,5.985,334.467,15.6,72
"1570","NZL",1975,6.534,403.646,16,72.1
"1571","NZL",1976,6.06,392.152,14,72.3
"1572","NZL",1977,6.336,405.14,14.2,72.5
"1573","NZL",1978,6.768,483.394,13.8,72.7
"1574","NZL",1979,6.281,481.515,12.8,72.9
"1575","NZL",1980,5.738,483.214,13,73.2
"1576","NZL",1981,5.661,535.096,11.8,73.4
"1577","NZL",1982,5.802,596.371,12,73.6
"1578","NZL",1983,5.65,625.48,12.9,73.7
"1579","NZL",1984,5.371,649.069,11.7,73.8
"1580","NZL",1985,4.937,612.71,10.9,74
"1581","NZL",1986,5.037,662.3,11.4,74.1
"1582","NZL",1987,5.57,742.88,10.1,74.5
"1583","NZL",1988,6.13,837.829,10.9,74.8
"1584","NZL",1989,6.275,895.949,10.3,75.2
"1585","NZL",1990,6.668,973.99,8.4,75.5
"1586","NZL",1991,7.1,1034.369,8.4,75.8
"1587","NZL",1992,7.228,1078.263,7.3,76.1
"1588","NZL",1993,6.925,1105.417,7.3,76.3
"1589","NZL",1994,6.934,1185.479,7.2,76.6
"1590","NZL",1995,6.949,1244.248,6.7,76.8
"1591","NZL",1996,6.891,1272.396,7.3,77.1
"1592","NZL",1997,7.098,1358.177,6.8,77.4
"1593","NZL",1998,7.514,1452.197,5.4,77.7
"1594","NZL",1999,7.398,1522.319,5.8,78.1
"1595","NZL",2000,7.47,1606.789,6.3,78.4
"1596","NZL",2001,7.579,1705.861,5.6,78.7
"1597","NZL",2002,7.9,1841.303,6.2,79
"1598","NZL",2003,7.722,1850.39,5.4,79.3
"1599","NZL",2004,7.901,1982.058,5.9,79.6
"1600","NZL",2005,8.273,2124.382,5,79.8
"1601","NZL",2006,8.633,2397.185,5.1,80.1
"1602","NZL",2007,8.321,2445.412,4.8,80.3
"1603","NZL",2008,9.142,2729.96,5,80.5
"1604","NZL",2009,9.67,2968.785,5.2,80.7
"1605","NZL",2010,9.659,3019.79,5.5,80.8
"1606","NZL",2011,9.564,3130.806,5.2,81
"1607","NZL",2012,9.699,3199.463,4.7,81.2
"1608","NZL",2013,9.407,3402.372,5,81.4
"1609","NZL",2014,9.403,3496.232,NA,81.5
"1610","NZL",2015,9.34,3544.562,NA,81.7
"1611","POL",1970,NA,NA,36.4,70
"1612","POL",1971,NA,NA,29.3,69.7
"1613","POL",1972,NA,NA,28.3,70.8
"1614","POL",1973,NA,NA,29.5,70.7
"1615","POL",1974,NA,NA,23.4,71.2
"1616","POL",1975,NA,NA,24.8,70.6
"1617","POL",1976,NA,NA,23.7,70.7
"1618","POL",1977,NA,NA,24.5,70.5
"1619","POL",1978,NA,NA,26.8,70.5
"1620","POL",1979,NA,NA,25.2,70.9
"1621","POL",1980,NA,NA,25.4,70.2
"1622","POL",1981,NA,NA,24.9,71.2
"1623","POL",1982,NA,NA,24.4,71.2
"1624","POL",1983,NA,NA,23.1,71.1
"1625","POL",1984,NA,NA,23,70.9
"1626","POL",1985,NA,NA,22.1,71.1
"1627","POL",1986,NA,NA,21.3,71
"1628","POL",1987,NA,NA,21.2,71.5
"1629","POL",1988,NA,NA,19.9,71.5
"1630","POL",1989,NA,NA,19.3,71.2
"1631","POL",1990,4.333,267.585,19.4,70.8
"1632","POL",1991,4.795,283.5,18.2,70.5
"1633","POL",1992,5.022,310.367,17.5,71.1
"1634","POL",1993,5.122,335.317,16.2,71.6
"1635","POL",1994,5.004,351.565,15.1,71.8
"1636","POL",1995,4.923,377.104,13.6,72.1
"1637","POL",1996,5.242,432.734,12.2,72.4
"1638","POL",1997,5.107,455.357,10.2,72.8
"1639","POL",1998,5.031,475.987,9.5,73.2
"1640","POL",1999,5.466,547.811,8.9,73.2
"1641","POL",2000,5.298,563.975,8.1,73.8
"1642","POL",2001,5.679,631.889,7.7,74.2
"1643","POL",2002,6.079,716.194,7.5,74.6
"1644","POL",2003,5.962,730.766,7,74.7
"1645","POL",2004,5.869,783.498,6.8,74.9
"1646","POL",2005,5.807,806.974,6.4,75.1
"1647","POL",2006,5.801,878.853,6,75.3
"1648","POL",2007,5.873,985.554,6,75.4
"1649","POL",2008,6.373,1167.002,5.6,75.7
"1650","POL",2009,6.587,1269.033,5.6,75.8
"1651","POL",2010,6.419,1353.719,5,76.5
"1652","POL",2011,6.234,1424.472,4.7,76.8
"1653","POL",2012,6.201,1477.91,4.6,76.9
"1654","POL",2013,6.376,1575.972,4.6,77.1
"1655","POL",2014,6.249,1606.364,4.2,77.7
"1656","POL",2015,6.344,1703.634,4,77.6
"1657","PRT",1970,2.261,47.689,55.5,66.7
"1658","PRT",1971,2.422,57.489,51.9,66.4
"1659","PRT",1972,2.988,80.049,41.4,68.4
"1660","PRT",1973,3.231,101.461,44.8,67.5
"1661","PRT",1974,3.456,117.963,37.9,68.1
"1662","PRT",1975,4.731,162.464,38.9,68.4
"1663","PRT",1976,4.579,172.34,33.4,69
"1664","PRT",1977,4.086,170.674,30.3,70.1
"1665","PRT",1978,4.214,191.586,29.1,70.5
"1666","PRT",1979,4.095,210.663,26,71.3
"1667","PRT",1980,4.789,277.862,24.3,71.4
"1668","PRT",1981,5.024,321.081,21.8,71.7
"1669","PRT",1982,5.084,350.325,19.8,72.5
"1670","PRT",1983,4.824,343.307,19.2,72.4
"1671","PRT",1984,4.95,356.527,16.7,72.7
"1672","PRT",1985,5.367,409.081,17.8,73
"1673","PRT",1986,5.932,479.877,15.8,73.4
"1674","PRT",1987,5.768,509.226,14.2,73.8
"1675","PRT",1988,6.008,590.721,13,73.8
"1676","PRT",1989,5.538,602.919,12.1,74.4
"1677","PRT",1990,5.516,648.746,10.9,74.1
"1678","PRT",1991,6.039,767.772,10.8,74.1
"1679","PRT",1992,6.186,813.82,9.2,74.7
"1680","PRT",1993,6.452,850.221,8.6,74.6
"1681","PRT",1994,6.427,870.877,7.9,75.5
"1682","PRT",1995,7.199,1034.955,7.4,75.4
"1683","PRT",1996,7.452,1110.539,6.8,75.3
"1684","PRT",1997,7.413,1169.713,6.4,75.8
"1685","PRT",1998,7.381,1230.753,6,76
"1686","PRT",1999,7.62,1350.557,5.6,76.3
"1687","PRT",2000,8.375,1580.524,5.5,76.9
"1688","PRT",2001,8.404,1645.962,5,77.2
"1689","PRT",2002,8.558,1743.074,5,77.4
"1690","PRT",2003,8.902,1855.043,4.1,77.5
"1691","PRT",2004,9.295,1997.674,3.8,78.4
"1692","PRT",2005,9.433,2145.119,3.5,78.2
"1693","PRT",2006,9.136,2253.854,3.3,79
"1694","PRT",2007,9.066,2329.54,3.4,79.2
"1695","PRT",2008,9.353,2490.719,3.3,79.5
"1696","PRT",2009,9.879,2617.544,3.6,79.7
"1697","PRT",2010,9.819,2686.703,2.5,80
"1698","PRT",2011,9.531,2552.465,3.1,80.6
"1699","PRT",2012,9.348,2472.998,3.4,80.5
"1700","PRT",2013,9.09,2535.937,2.9,80.8
"1701","PRT",2014,9.022,2598.997,2.9,81.2
"1702","PRT",2015,8.972,2663.699,2.9,81.2
"1703","RUS",1970,NA,NA,NA,68.3
"1704","RUS",1971,NA,NA,NA,68.5
"1705","RUS",1972,NA,NA,NA,68.4
"1706","RUS",1973,NA,NA,NA,68.4
"1707","RUS",1974,NA,NA,NA,68.5
"1708","RUS",1975,NA,NA,NA,67.9
"1709","RUS",1976,NA,NA,NA,67.6
"1710","RUS",1977,NA,NA,NA,67.5
"1711","RUS",1978,NA,NA,NA,67.5
"1712","RUS",1979,NA,NA,NA,67.3
"1713","RUS",1980,NA,NA,22,67.2
"1714","RUS",1981,NA,NA,21.5,67.4
"1715","RUS",1982,NA,NA,20.2,68
"1716","RUS",1983,NA,NA,19.9,67.8
"1717","RUS",1984,NA,NA,21.1,67.3
"1718","RUS",1985,NA,NA,20.8,68
"1719","RUS",1986,NA,NA,19.1,69.5
"1720","RUS",1987,NA,NA,19.4,69.6
"1721","RUS",1988,NA,NA,19.1,69.6
"1722","RUS",1989,NA,NA,18.1,69.3
"1723","RUS",1990,NA,NA,17.4,69
"1724","RUS",1991,NA,NA,17.8,68.8
"1725","RUS",1992,NA,NA,18,67.8
"1726","RUS",1993,NA,NA,19.9,65.3
"1727","RUS",1994,NA,NA,18.6,64.3
"1728","RUS",1995,NA,NA,18.1,64.9
"1729","RUS",1996,NA,NA,17.4,66
"1730","RUS",1997,NA,NA,17.2,66.9
"1731","RUS",1998,NA,NA,16.5,67.2
"1732","RUS",1999,NA,NA,16.9,66.1
"1733","RUS",2000,5.048,367.103,15.3,65.7
"1734","RUS",2001,5.272,413.867,14.6,65.6
"1735","RUS",2002,5.552,475.518,13.3,65.3
"1736","RUS",2003,5.187,512.264,12.4,65.2
"1737","RUS",2004,4.782,522.751,11.6,65.6
"1738","RUS",2005,4.793,606.157,11,65.7
"1739","RUS",2006,4.788,764.796,10.2,66.9
"1740","RUS",2007,4.769,851.057,9.4,67.7
"1741","RUS",2008,4.926,1065.269,8.5,68.1
"1742","RUS",2009,5.669,1179.585,8.1,68.8
"1743","RUS",2010,4.993,1095.314,7.5,69
"1744","RUS",2011,4.828,1162.387,7.4,69.8
"1745","RUS",2012,5.023,1271.693,8.6,70.2
"1746","RUS",2013,5.222,1330.579,8.2,70.7
"1747","RUS",2014,5.171,1338.229,7.4,70.9
"1748","RUS",2015,5.607,1350.957,6.5,71.3
"1749","SVK",1970,NA,NA,25.7,70
"1750","SVK",1971,NA,NA,24.4,70
"1751","SVK",1972,NA,NA,25.4,70.5
"1752","SVK",1973,NA,NA,24.9,70.1
"1753","SVK",1974,NA,NA,22.8,70.3
"1754","SVK",1975,NA,NA,23.7,70.5
"1755","SVK",1976,NA,NA,24.5,70.6
"1756","SVK",1977,NA,NA,21.5,70.6
"1757","SVK",1978,NA,NA,21.8,70.6
"1758","SVK",1979,NA,NA,20.9,70.9
"1759","SVK",1980,NA,NA,20.9,70.6
"1760","SVK",1981,NA,NA,19.2,70.9
"1761","SVK",1982,NA,NA,17.9,71
"1762","SVK",1983,NA,NA,17.5,70.7
"1763","SVK",1984,NA,NA,17.2,71
"1764","SVK",1985,NA,NA,16.3,71
"1765","SVK",1986,NA,NA,15,71.2
"1766","SVK",1987,NA,NA,14.2,71.4
"1767","SVK",1988,NA,NA,13.3,71.5
"1768","SVK",1989,NA,NA,13.5,71.3
"1769","SVK",1990,NA,NA,12,71.2
"1770","SVK",1991,NA,NA,13.2,71.2
"1771","SVK",1992,NA,NA,12.6,71.6
"1772","SVK",1993,NA,NA,10.6,72.1
"1773","SVK",1994,NA,NA,11.2,72.5
"1774","SVK",1995,NA,NA,11,72.5
"1775","SVK",1996,NA,NA,10.2,72.9
"1776","SVK",1997,5.654,568.902,8.7,72.9
"1777","SVK",1998,5.551,588.522,8.8,72.8
"1778","SVK",1999,5.54,592.775,8.3,73.2
"1779","SVK",2000,5.313,602.869,8.6,73.4
"1780","SVK",2001,5.34,662.166,6.2,73.6
"1781","SVK",2002,5.517,733.433,7.6,73.8
"1782","SVK",2003,5.458,771.757,7.9,73.8
"1783","SVK",2004,6.48,984.851,6.8,74.2
"1784","SVK",2005,6.598,1096.319,7.2,74.2
"1785","SVK",2006,6.862,1295.159,6.6,74.4
"1786","SVK",2007,7.19,1521.137,6.1,74.5
"1787","SVK",2008,6.966,1650.453,5.9,75
"1788","SVK",2009,7.957,1836.648,5.7,75.3
"1789","SVK",2010,7.801,1951.103,5.7,75.6
"1790","SVK",2011,7.418,1916.527,4.9,76.1
"1791","SVK",2012,7.634,2034.222,5.8,76.2
"1792","SVK",2013,7.528,2100.08,5.5,76.5
"1793","SVK",2014,6.921,2008.512,5.8,76.9
"1794","SVK",2015,6.886,2059.383,5.1,76.7
"1795","SVN",1970,NA,NA,24.5,68.7
"1796","SVN",1971,NA,NA,25.5,NA
"1797","SVN",1972,NA,NA,21,NA
"1798","SVN",1973,NA,NA,21.2,NA
"1799","SVN",1974,NA,NA,19,NA
"1800","SVN",1975,NA,NA,17.3,NA
"1801","SVN",1976,NA,NA,19.4,NA
"1802","SVN",1977,NA,NA,17.6,NA
"1803","SVN",1978,NA,NA,16.6,NA
"1804","SVN",1979,NA,NA,15.4,NA
"1805","SVN",1980,NA,NA,15.3,NA
"1806","SVN",1981,NA,NA,13.1,NA
"1807","SVN",1982,NA,NA,14,71.2
"1808","SVN",1983,NA,NA,13.9,71
"1809","SVN",1984,NA,NA,13.9,71.4
"1810","SVN",1985,NA,NA,13,71.9
"1811","SVN",1986,NA,NA,11.9,72.4
"1812","SVN",1987,NA,NA,11.1,72.4
"1813","SVN",1988,NA,NA,10,73
"1814","SVN",1989,NA,NA,8.1,73.4
"1815","SVN",1990,NA,NA,8.4,73.8
"1816","SVN",1991,NA,NA,8.2,73.5
"1817","SVN",1992,NA,NA,8.9,73.6
"1818","SVN",1993,NA,NA,6.8,73.5
"1819","SVN",1994,NA,NA,6.5,74
"1820","SVN",1995,NA,NA,5.5,74.7
"1821","SVN",1996,NA,NA,4.7,75.1
"1822","SVN",1997,NA,NA,5.2,75.1
"1823","SVN",1998,NA,NA,5.2,75.3
"1824","SVN",1999,NA,NA,4.5,75.7
"1825","SVN",2000,7.784,1403.936,4.9,76.1
"1826","SVN",2001,7.876,1496.414,4.2,76.4
"1827","SVN",2002,7.996,1623.612,3.8,76.6
"1828","SVN",2003,8.082,1707.865,4,76.4
"1829","SVN",2004,7.927,1806.753,3.7,77.2
"1830","SVN",2005,7.965,1907.253,4.1,77.4
"1831","SVN",2006,7.802,2011.231,3.4,78.3
"1832","SVN",2007,7.494,2068.092,2.8,78.3
"1833","SVN",2008,7.849,2325.314,2.4,79.1
"1834","SVN",2009,8.562,2354.828,2.4,79.3
"1835","SVN",2010,8.562,2379.531,2.5,79.8
"1836","SVN",2011,8.54,2459.958,2.9,80.1
"1837","SVN",2012,8.727,2517.065,1.6,80.2
"1838","SVN",2013,8.757,2586.043,2.9,80.4
"1839","SVN",2014,8.542,2647.447,1.8,81.2
"1840","SVN",2015,8.543,2730.8,1.6,80.9
"1841","SWE",1970,5.506,266.353,11,74.8
"1842","SWE",1971,5.944,302.932,11.1,74.8
"1843","SWE",1972,6.046,327.858,10.8,74.8
"1844","SWE",1973,6.02,357.203,9.9,75
"1845","SWE",1974,6.26,416.6,9.6,75.1
"1846","SWE",1975,6.545,486.124,8.6,75.2
"1847","SWE",1976,6.831,538.838,8.3,75.1
"1848","SWE",1977,7.588,623.372,8,75.6
"1849","SWE",1978,7.636,681.142,7.8,75.7
"1850","SWE",1979,7.526,753.033,7.5,75.7
"1851","SWE",1980,7.836,867.432,6.9,75.9
"1852","SWE",1981,7.939,964.212,6.9,76.2
"1853","SWE",1982,8.026,1047.549,6.8,76.5
"1854","SWE",1983,7.937,1096.804,7,76.7
"1855","SWE",1984,7.745,1154.095,6.4,77
"1856","SWE",1985,7.352,1153.08,6.8,76.8
"1857","SWE",1986,7.121,1167.313,5.9,77.1
"1858","SWE",1987,7.2,1246.717,6.1,77.3
"1859","SWE",1988,7.116,1302.046,5.8,77.1
"1860","SWE",1989,7.175,1390.814,5.8,77.8
"1861","SWE",1990,7.256,1458.257,6,77.7
"1862","SWE",1991,7.244,1476.812,6.2,77.9
"1863","SWE",1992,7.528,1542.568,5.3,78.2
"1864","SWE",1993,7.772,1587.405,4.8,78.2
"1865","SWE",1994,7.377,1590.391,4.4,78.9
"1866","SWE",1995,7.292,1660.682,4.1,79
"1867","SWE",1996,7.496,1769.482,4,79.2
"1868","SWE",1997,7.318,1788.949,3.6,79.4
"1869","SWE",1998,7.402,1885.961,3.5,79.5
"1870","SWE",1999,7.415,2012.941,3.4,79.6
"1871","SWE",2000,7.412,2168.733,3.4,79.7
"1872","SWE",2001,8.034,2386.307,3.7,79.9
"1873","SWE",2002,8.362,2557.783,3.3,79.9
"1874","SWE",2003,8.464,2663.661,3.1,80.3
"1875","SWE",2004,8.261,2771.832,3.1,80.6
"1876","SWE",2005,8.277,2811.599,2.4,80.7
"1877","SWE",2006,8.161,3055.488,2.8,81
"1878","SWE",2007,8.074,3275.087,2.5,81.1
"1879","SWE",2008,8.313,3479.332,2.5,81.3
"1880","SWE",2009,8.944,3550.359,2.5,81.5
"1881","SWE",2010,8.486,3536.1,2.5,81.6
"1882","SWE",2011,10.679,4672.594,2.1,81.9
"1883","SWE",2012,10.938,4892.112,2.6,81.8
"1884","SWE",2013,11.101,5070.086,2.7,82
"1885","SWE",2014,11.141,5170.078,2.2,82.3
"1886","SWE",2015,11.012,5266.333,2.5,82.3
"1887","TUR",1970,NA,NA,NA,54.2
"1888","TUR",1971,NA,NA,NA,54.6
"1889","TUR",1972,NA,NA,NA,55
"1890","TUR",1973,NA,NA,NA,55.4
"1891","TUR",1974,NA,NA,NA,55.7
"1892","TUR",1975,2.156,62.648,NA,56.1
"1893","TUR",1976,1.695,54.611,NA,56.5
"1894","TUR",1977,1.988,72.203,NA,56.9
"1895","TUR",1978,2.226,84.07,NA,57.3
"1896","TUR",1979,2.293,89.967,NA,57.7
"1897","TUR",1980,2.361,97.905,NA,58.1
"1898","TUR",1981,2.574,118.202,NA,58.5
"1899","TUR",1982,2.146,105.484,NA,58.9
"1900","TUR",1983,2.194,115.599,NA,59.7
"1901","TUR",1984,2.114,119.749,NA,60.9
"1902","TUR",1985,1.49,88.571,NA,62.1
"1903","TUR",1986,1.835,116.546,NA,63.2
"1904","TUR",1987,1.896,132.503,NA,64.4
"1905","TUR",1988,2.074,149.743,NA,65.2
"1906","TUR",1989,2.275,166.877,NA,65.7
"1907","TUR",1990,2.451,199.111,NA,67.5
"1908","TUR",1991,2.786,231.361,NA,67.8
"1909","TUR",1992,2.747,242.495,NA,68.2
"1910","TUR",1993,2.695,258.183,NA,68.5
"1911","TUR",1994,2.624,238.193,NA,68.9
"1912","TUR",1995,2.448,238.754,NA,69.3
"1913","TUR",1996,2.834,295.493,40.9,69.7
"1914","TUR",1997,3.06,342.18,38.8,70.1
"1915","TUR",1998,3.509,299.86,36.5,70.3
"1916","TUR",1999,4.465,367.131,33.9,70.7
"1917","TUR",2000,4.622,425.341,28.4,71.1
"1918","TUR",2001,4.924,448.037,28.6,71.5
"1919","TUR",2002,5.101,469.736,29.6,71.9
"1920","TUR",2003,5.059,480.681,29.1,72.3
"1921","TUR",2004,4.959,534.275,27.4,72.7
"1922","TUR",2005,4.942,582.888,25.8,73.1
"1923","TUR",2006,5.188,701.654,24.5,73.4
"1924","TUR",2007,5.281,777.41,16.5,73.7
"1925","TUR",2008,5.259,836.811,15.7,73.9
"1926","TUR",2009,5.534,849.522,13.7,74.1
"1927","TUR",2010,5.054,872.512,12,74.3
"1928","TUR",2011,4.688,911.571,11.7,74.6
"1929","TUR",2012,4.478,916.772,11.6,74.6
"1930","TUR",2013,4.404,977.933,10.8,78
"1931","TUR",2014,4.347,1002.747,11.1,78
"1932","TUR",2015,4.141,996.641,10.7,78
"1933","USA",1970,6.232,326.961,20,70.9
"1934","USA",1971,6.366,357.988,19.1,71.2
"1935","USA",1972,6.499,397.097,18.5,71.3
"1936","USA",1973,6.517,439.302,17.7,71.5
"1937","USA",1974,6.836,495.114,16.7,72.1
"1938","USA",1975,7.171,560.75,16.1,72.7
"1939","USA",1976,7.419,638.851,15.2,73
"1940","USA",1977,7.668,726.241,14.1,73.4
"1941","USA",1978,7.64,808.884,13.8,73.5
"1942","USA",1979,7.772,908.963,13.1,73.9
"1943","USA",1980,8.226,1036.3,12.6,73.7
"1944","USA",1981,8.515,1191.537,11.9,74.1
"1945","USA",1982,9.209,1329.669,11.5,74.5
"1946","USA",1983,9.33,1451.945,11.2,74.6
"1947","USA",1984,9.284,1590.667,10.8,74.7
"1948","USA",1985,9.498,1735.156,10.6,74.7
"1949","USA",1986,9.667,1847.773,10.4,74.7
"1950","USA",1987,9.903,1990.545,10.1,74.9
"1951","USA",1988,10.29,2210.688,10,74.9
"1952","USA",1989,10.645,2440.057,9.8,75.1
"1953","USA",1990,11.273,2700.35,9.2,75.3
"1954","USA",1991,11.948,2915.955,8.9,75.5
"1955","USA",1992,12.215,3113.847,8.5,75.7
"1956","USA",1993,12.469,3299.968,8.4,75.5
"1957","USA",1994,12.392,3441.962,8,75.7
"1958","USA",1995,12.502,3598.392,7.6,75.7
"1959","USA",1996,12.464,3747.644,7.3,76.1
"1960","USA",1997,12.373,3906.554,7.2,76.5
"1961","USA",1998,12.398,4084.909,7.2,76.7
"1962","USA",1999,12.396,4291.64,7.1,76.7
"1963","USA",2000,12.508,4559.009,6.9,76.7
"1964","USA",2001,13.175,4910.696,6.8,76.9
"1965","USA",2002,13.96,5327.85,7,77
"1966","USA",2003,14.46,5737.323,6.8,77.1
"1967","USA",2004,14.541,6095.948,6.8,77.6
"1968","USA",2005,14.545,6444.643,6.9,77.6
"1969","USA",2006,14.661,6807.968,6.7,77.8
"1970","USA",2007,14.901,7161.463,6.8,78.1
"1971","USA",2008,15.294,7402.501,6.6,78.1
"1972","USA",2009,16.338,7679.031,6.4,78.5
"1973","USA",2010,16.397,7931.732,6.1,78.6
"1974","USA",2011,16.358,8144.82,6.1,78.7
"1975","USA",2012,16.355,8414.703,6,78.8
"1976","USA",2013,16.323,8616.384,6,78.8
"1977","USA",2014,16.549,9035.5,5.8,78.9
"1978","USA",2015,16.915,9507.196,NA,78.8
"1979","ZAF",1970,NA,NA,NA,52.9
"1980","ZAF",1971,NA,NA,NA,53.3
"1981","ZAF",1972,NA,NA,NA,53.6
"1982","ZAF",1973,NA,NA,NA,53.9
"1983","ZAF",1974,NA,NA,91.1,54.3
"1984","ZAF",1975,NA,NA,86.6,54.7
"1985","ZAF",1976,NA,NA,82.6,55.1
"1986","ZAF",1977,NA,NA,78.6,55.5
"1987","ZAF",1978,NA,NA,74.9,56
"1988","ZAF",1979,NA,NA,71.4,56.5
"1989","ZAF",1980,NA,NA,68,57.1
"1990","ZAF",1981,NA,NA,65,57.7
"1991","ZAF",1982,NA,NA,62.2,58.3
"1992","ZAF",1983,NA,NA,59.6,58.9
"1993","ZAF",1984,NA,NA,57.3,59.4
"1994","ZAF",1985,NA,NA,55.1,60
"1995","ZAF",1986,NA,NA,53.2,60.5
"1996","ZAF",1987,NA,NA,51.4,61.1
"1997","ZAF",1988,NA,NA,49.8,61.5
"1998","ZAF",1989,NA,NA,48.5,61.9
"1999","ZAF",1990,NA,NA,47.4,62.2
"2000","ZAF",1991,NA,NA,46.7,62.4
"2001","ZAF",1992,NA,NA,46.4,62.4
"2002","ZAF",1993,NA,NA,46.6,62.3
"2003","ZAF",1994,NA,NA,47.2,62
